entry,at,order
"""Draddla @ fXKGmus_7y"" raises to 12",2021-01-03T02:57:45.792Z,160964266579300
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:57:42.596Z,160964266259706
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:57:42.596Z,160964266259705
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:57:42.596Z,160964266259704
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1448) | #7 ""Draddla @ fXKGmus_7y"" (169)",2021-01-03T02:57:42.596Z,160964266259701
"-- starting hand #484  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:57:42.596Z,160964266259700
"-- ending hand #483 --",2021-01-03T02:57:39.669Z,160964265967102
"""Draddla @ fXKGmus_7y"" collected 8 from pot",2021-01-03T02:57:39.669Z,160964265967101
"Uncalled bet of 15 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:57:39.669Z,160964265967100
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:57:38.855Z,160964265885600
"""Draddla @ fXKGmus_7y"" bets 15",2021-01-03T02:57:35.329Z,160964265533000
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:57:31.576Z,160964265157800
"Turn: 2♣, 4♥, Q♣ [J♦]",2021-01-03T02:57:28.690Z,160964264869200
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:57:27.878Z,160964264787900
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:57:25.827Z,160964264582800
"Flop:  [2♣, 4♥, Q♣]",2021-01-03T02:57:23.167Z,160964264316800
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:57:22.357Z,160964264235800
"""Æian @ wNb2m3SlGA"" calls 4",2021-01-03T02:57:20.755Z,160964264075600
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:57:18.356Z,160964263835806
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:57:18.356Z,160964263835805
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:57:18.356Z,160964263835804
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1452) | #7 ""Draddla @ fXKGmus_7y"" (165)",2021-01-03T02:57:18.356Z,160964263835801
"-- starting hand #483  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:57:18.356Z,160964263835800
"-- ending hand #482 --",2021-01-03T02:57:15.431Z,160964263543302
"""Æian @ wNb2m3SlGA"" collected 4 from pot",2021-01-03T02:57:15.431Z,160964263543301
"Uncalled bet of 2 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:57:15.431Z,160964263543300
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:57:14.610Z,160964263461100
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:57:13.034Z,160964263303506
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:57:13.034Z,160964263303505
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:57:13.034Z,160964263303504
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1450) | #7 ""Draddla @ fXKGmus_7y"" (167)",2021-01-03T02:57:13.034Z,160964263303501
"-- starting hand #482  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:57:13.034Z,160964263303500
"-- ending hand #481 --",2021-01-03T02:57:10.117Z,160964263011802
"""Draddla @ fXKGmus_7y"" collected 24 from pot",2021-01-03T02:57:10.117Z,160964263011801
"Uncalled bet of 143 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:57:10.117Z,160964263011800
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:57:09.310Z,160964262931100
"""Draddla @ fXKGmus_7y"" raises to 155 and go all in",2021-01-03T02:57:04.298Z,160964262429900
"""Æian @ wNb2m3SlGA"" raises to 12",2021-01-03T02:57:01.906Z,160964262190700
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:56:56.823Z,160964261682406
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:56:56.823Z,160964261682405
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:56:56.823Z,160964261682404
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1462) | #7 ""Draddla @ fXKGmus_7y"" (155)",2021-01-03T02:56:56.823Z,160964261682401
"-- starting hand #481  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:56:56.823Z,160964261682400
"-- ending hand #480 --",2021-01-03T02:56:53.909Z,160964261391002
"""Æian @ wNb2m3SlGA"" collected 4 from pot",2021-01-03T02:56:53.909Z,160964261391001
"Uncalled bet of 2 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:56:53.909Z,160964261391000
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:56:53.105Z,160964261310500
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:56:51.479Z,160964261148106
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:56:51.479Z,160964261148105
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:56:51.479Z,160964261148104
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1460) | #7 ""Draddla @ fXKGmus_7y"" (157)",2021-01-03T02:56:51.479Z,160964261148101
"-- starting hand #480  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:56:51.479Z,160964261148100
"-- ending hand #479 --",2021-01-03T02:56:48.562Z,160964260856302
"""Draddla @ fXKGmus_7y"" collected 8 from pot",2021-01-03T02:56:48.562Z,160964260856301
"Uncalled bet of 149 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:56:48.562Z,160964260856300
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:56:47.739Z,160964260774000
"""Draddla @ fXKGmus_7y"" raises to 153 and go all in",2021-01-03T02:56:44.874Z,160964260487500
"""Æian @ wNb2m3SlGA"" calls 4",2021-01-03T02:56:38.825Z,160964259882600
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:56:33.865Z,160964259386706
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:56:33.865Z,160964259386705
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:56:33.865Z,160964259386704
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1464) | #7 ""Draddla @ fXKGmus_7y"" (153)",2021-01-03T02:56:33.865Z,160964259386701
"-- starting hand #479  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:56:33.865Z,160964259386700
"-- ending hand #478 --",2021-01-03T02:56:30.932Z,160964259093302
"""Æian @ wNb2m3SlGA"" collected 4 from pot",2021-01-03T02:56:30.932Z,160964259093301
"Uncalled bet of 2 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:56:30.932Z,160964259093300
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:56:30.124Z,160964259012400
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:56:26.742Z,160964258674306
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:56:26.742Z,160964258674305
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:56:26.742Z,160964258674304
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1462) | #7 ""Draddla @ fXKGmus_7y"" (155)",2021-01-03T02:56:26.742Z,160964258674301
"-- starting hand #478  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:56:26.742Z,160964258674300
"-- ending hand #477 --",2021-01-03T02:56:23.830Z,160964258383102
"""Æian @ wNb2m3SlGA"" collected 8 from pot",2021-01-03T02:56:23.830Z,160964258383101
"Uncalled bet of 8 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:56:23.830Z,160964258383100
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:56:23.018Z,160964258302300
"""Æian @ wNb2m3SlGA"" raises to 12",2021-01-03T02:56:21.356Z,160964258135700
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:56:15.821Z,160964257582206
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:56:15.821Z,160964257582205
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:56:15.821Z,160964257582204
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1458) | #7 ""Draddla @ fXKGmus_7y"" (159)",2021-01-03T02:56:15.821Z,160964257582201
"-- starting hand #477  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:56:15.821Z,160964257582200
"-- ending hand #476 --",2021-01-03T02:56:07.776Z,160964256777803
"""Draddla @ fXKGmus_7y"" collected 53 from pot with A High on the second run  (combination: A♣, Q♣, 10♣, 7♥, 5♦)",2021-01-03T02:56:07.776Z,160964256777802
"""Æian @ wNb2m3SlGA"" collected 53 from pot with A High on the second run  (combination: A♠, Q♣, 10♣, 7♥, 5♣)",2021-01-03T02:56:07.776Z,160964256777801
"""Draddla @ fXKGmus_7y"" collected 106 from pot with Flush, Qd High (combination: Q♦, 10♦, 9♦, 8♦, 5♦, 2♦)",2021-01-03T02:56:07.776Z,160964256777800
"River (second run): 10♣, 3♣, 4♠, Q♣ [7♥]",2021-01-03T02:56:04.734Z,160964256476000
"Turn (second run): 10♣, 3♣, 4♠ [Q♣]",2021-01-03T02:56:01.669Z,160964256167700
"Flop (second run):  [10♣, 3♣, 4♠]",2021-01-03T02:55:58.649Z,160964255865100
"River: 9♦, 10♦, 2♦, Q♦ [8♦]",2021-01-03T02:55:55.635Z,160964255563700
"Turn: 9♦, 10♦, 2♦ [Q♦]",2021-01-03T02:55:52.584Z,160964255258600
"Flop:  [9♦, 10♦, 2♦]",2021-01-03T02:55:49.569Z,160964254957100
"""Draddla @ fXKGmus_7y"" shows a A♣, 5♦.",2021-01-03T02:55:46.555Z,160964254655601
"""Æian @ wNb2m3SlGA"" shows a 5♣, A♠.",2021-01-03T02:55:46.555Z,160964254655600
"All players in hand choose to run it twice.",2021-01-03T02:55:45.742Z,160964254574301
"""Æian @ wNb2m3SlGA"" chooses to  run it twice.",2021-01-03T02:55:45.742Z,160964254574300
"""Draddla @ fXKGmus_7y"" chooses to  run it twice.",2021-01-03T02:55:44.920Z,160964254492100
"""Draddla @ fXKGmus_7y"" shows a A♣, 5♦.",2021-01-03T02:55:43.601Z,160964254360100
"Remaining players decide whether to run it twice.",2021-01-03T02:55:41.632Z,160964254163301
"""Æian @ wNb2m3SlGA"" calls 106",2021-01-03T02:55:41.632Z,160964254163300
"""Draddla @ fXKGmus_7y"" raises to 106 and go all in",2021-01-03T02:55:38.446Z,160964253844700
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:55:35.770Z,160964253577206
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:55:35.770Z,160964253577205
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:55:35.770Z,160964253577204
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1511) | #7 ""Draddla @ fXKGmus_7y"" (106)",2021-01-03T02:55:35.770Z,160964253577201
"-- starting hand #476  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:55:35.770Z,160964253577200
"-- ending hand #475 --",2021-01-03T02:55:32.839Z,160964253284002
"""Draddla @ fXKGmus_7y"" collected 4 from pot",2021-01-03T02:55:32.839Z,160964253284001
"Uncalled bet of 2 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:55:32.839Z,160964253284000
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:55:32.031Z,160964253203200
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:55:29.748Z,160964252974906
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:55:29.748Z,160964252974905
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:55:29.748Z,160964252974904
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1513) | #7 ""Draddla @ fXKGmus_7y"" (104)",2021-01-03T02:55:29.748Z,160964252974901
"-- starting hand #475  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:55:29.748Z,160964252974900
"-- ending hand #474 --",2021-01-03T02:55:26.837Z,160964252683802
"""Æian @ wNb2m3SlGA"" collected 28 from pot",2021-01-03T02:55:26.837Z,160964252683801
"Uncalled bet of 21 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:55:26.837Z,160964252683800
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:55:26.023Z,160964252602600
"""Æian @ wNb2m3SlGA"" bets 21",2021-01-03T02:55:24.328Z,160964252432900
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:55:19.538Z,160964251953900
"Flop:  [7♣, 5♠, 3♦]",2021-01-03T02:55:16.951Z,160964251695300
"""Æian @ wNb2m3SlGA"" calls 14",2021-01-03T02:55:16.097Z,160964251609800
"""Draddla @ fXKGmus_7y"" raises to 14",2021-01-03T02:55:12.878Z,160964251287900
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:55:08.842Z,160964250884306
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:55:08.842Z,160964250884305
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:55:08.842Z,160964250884304
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1499) | #7 ""Draddla @ fXKGmus_7y"" (118)",2021-01-03T02:55:08.842Z,160964250884301
"-- starting hand #474  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:55:08.842Z,160964250884300
"-- ending hand #473 --",2021-01-03T02:55:05.929Z,160964250593002
"""Æian @ wNb2m3SlGA"" collected 8 from pot",2021-01-03T02:55:05.929Z,160964250593001
"Uncalled bet of 8 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:55:05.929Z,160964250593000
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:55:05.123Z,160964250512300
"""Æian @ wNb2m3SlGA"" raises to 12",2021-01-03T02:54:48.564Z,160964248856500
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:54:37.146Z,160964247714706
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:54:37.146Z,160964247714705
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:54:37.146Z,160964247714704
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1495) | #7 ""Draddla @ fXKGmus_7y"" (122)",2021-01-03T02:54:37.146Z,160964247714701
"-- starting hand #473  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:54:37.146Z,160964247714700
"-- ending hand #472 --",2021-01-03T02:54:31.099Z,160964247110102
"""Æian @ wNb2m3SlGA"" collected 40 from pot with Pair, 9's (combination: 9♣, 9♠, A♦, K♦, 8♠)",2021-01-03T02:54:31.099Z,160964247110101
"""Æian @ wNb2m3SlGA"" shows a 9♣, 8♠.",2021-01-03T02:54:31.099Z,160964247110100
"""Draddla @ fXKGmus_7y"" calls 10",2021-01-03T02:54:30.291Z,160964247029200
"""Æian @ wNb2m3SlGA"" bets 10",2021-01-03T02:54:26.687Z,160964246668800
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:54:13.908Z,160964245390900
"River: K♦, 5♦, 4♥, A♦ [9♠]",2021-01-03T02:54:06.209Z,160964244621100
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:54:05.391Z,160964244539200
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:53:54.451Z,160964243445100
"Turn: K♦, 5♦, 4♥ [A♦]",2021-01-03T02:53:49.247Z,160964242924800
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:53:48.442Z,160964242844300
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:53:45.305Z,160964242530600
"Flop:  [K♦, 5♦, 4♥]",2021-01-03T02:53:36.832Z,160964241683300
"""Æian @ wNb2m3SlGA"" calls 10",2021-01-03T02:53:36.022Z,160964241602300
"""Draddla @ fXKGmus_7y"" raises to 10",2021-01-03T02:53:18.170Z,160964239817100
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:53:13.253Z,160964239325907
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:53:13.253Z,160964239325906
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:53:13.253Z,160964239325905
"Player stacks: #6 ""Æian @ wNb2m3SlGA"" (1475) | #7 ""Draddla @ fXKGmus_7y"" (142)",2021-01-03T02:53:13.253Z,160964239325902
"-- starting hand #472  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:53:13.253Z,160964239325901
"The player ""Erlz @ DeebGJIyUA"" quits the game with a stack of 2575.",2021-01-03T02:53:13.253Z,160964239325900
"-- ending hand #471 --",2021-01-03T02:53:10.325Z,160964239032602
"""Æian @ wNb2m3SlGA"" collected 60 from pot",2021-01-03T02:53:10.325Z,160964239032601
"Uncalled bet of 45 returned to ""Æian @ wNb2m3SlGA""",2021-01-03T02:53:10.325Z,160964239032600
"""Draddla @ fXKGmus_7y"" folds",2021-01-03T02:53:09.517Z,160964238951800
"""Æian @ wNb2m3SlGA"" bets 45",2021-01-03T02:53:06.078Z,160964238607900
"River: 7♥, 4♥, 6♠, A♥ [2♠]",2021-01-03T02:52:57.694Z,160964237771700
"""Draddla @ fXKGmus_7y"" calls 15",2021-01-03T02:52:56.876Z,160964237687800
"""Æian @ wNb2m3SlGA"" bets 15",2021-01-03T02:52:44.211Z,160964236421200
"Turn: 7♥, 4♥, 6♠ [A♥]",2021-01-03T02:52:39.793Z,160964235979400
"""Draddla @ fXKGmus_7y"" calls 9",2021-01-03T02:52:38.987Z,160964235898800
"""Æian @ wNb2m3SlGA"" bets 9",2021-01-03T02:52:35.346Z,160964235534700
"Flop:  [7♥, 4♥, 6♠]",2021-01-03T02:52:30.104Z,160964235010600
"""Draddla @ fXKGmus_7y"" calls 6",2021-01-03T02:52:29.297Z,160964234929800
"""Æian @ wNb2m3SlGA"" raises to 6",2021-01-03T02:52:24.676Z,160964234467700
"""Erlz @ DeebGJIyUA"" folds",2021-01-03T02:52:19.074Z,160964233907500
"""Draddla @ fXKGmus_7y"" posts a big blind of 2",2021-01-03T02:52:15.653Z,160964233565406
"""Æian @ wNb2m3SlGA"" posts a small blind of 1",2021-01-03T02:52:15.653Z,160964233565405
"Your hand is K♥, 6♦",2021-01-03T02:52:15.653Z,160964233565402
"Player stacks: #3 ""Erlz @ DeebGJIyUA"" (2575) | #6 ""Æian @ wNb2m3SlGA"" (1445) | #7 ""Draddla @ fXKGmus_7y"" (172)",2021-01-03T02:52:15.653Z,160964233565401
"-- starting hand #471  (No Limit Texas Hold'em) (dealer: ""Erlz @ DeebGJIyUA"") --",2021-01-03T02:52:15.653Z,160964233565400
"-- ending hand #470 --",2021-01-03T02:52:12.726Z,160964233272802
"""Draddla @ fXKGmus_7y"" collected 25 from pot",2021-01-03T02:52:12.726Z,160964233272801
"Uncalled bet of 18 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:52:12.726Z,160964233272800
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:52:11.918Z,160964233191900
"""Draddla @ fXKGmus_7y"" bets 18",2021-01-03T02:52:09.512Z,160964232951300
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:52:03.720Z,160964232372100
"Flop:  [8♥, K♥, K♠]",2021-01-03T02:52:01.528Z,160964232152900
"""Draddla @ fXKGmus_7y"" calls 12",2021-01-03T02:52:00.707Z,160964232070800
"""Æian @ wNb2m3SlGA"" raises to 12",2021-01-03T02:51:55.763Z,160964231576500
"""Erlz @ DeebGJIyUA"" folds",2021-01-03T02:51:49.513Z,160964230951400
"""Draddla @ fXKGmus_7y"" posts a straddle of 4",2021-01-03T02:51:47.247Z,160964230724807
"""Æian @ wNb2m3SlGA"" posts a big blind of 2",2021-01-03T02:51:47.247Z,160964230724806
"""Erlz @ DeebGJIyUA"" posts a small blind of 1",2021-01-03T02:51:47.247Z,160964230724805
"Your hand is 2♥, 3♣",2021-01-03T02:51:47.247Z,160964230724802
"Player stacks: #3 ""Erlz @ DeebGJIyUA"" (2576) | #6 ""Æian @ wNb2m3SlGA"" (1457) | #7 ""Draddla @ fXKGmus_7y"" (159)",2021-01-03T02:51:47.247Z,160964230724801
"-- starting hand #470  (No Limit Texas Hold'em) (dealer: ""Draddla @ fXKGmus_7y"") --",2021-01-03T02:51:47.247Z,160964230724800
"-- ending hand #469 --",2021-01-03T02:51:41.224Z,160964230122503
"""Draddla @ fXKGmus_7y"" shows a 8♣, 6♣.",2021-01-03T02:51:41.224Z,160964230122502
"""Æian @ wNb2m3SlGA"" collected 120 from pot with Two Pair, K's & 10's (combination: K♣, K♥, 10♠, 10♦, A♣)",2021-01-03T02:51:41.224Z,160964230122501
"""Æian @ wNb2m3SlGA"" shows a K♣, 10♠.",2021-01-03T02:51:41.224Z,160964230122500
"""Æian @ wNb2m3SlGA"" calls 30",2021-01-03T02:51:40.417Z,160964230041700
"""Draddla @ fXKGmus_7y"" bets 30",2021-01-03T02:51:38.719Z,160964229872000
"River: Q♥, 4♦, A♣, 10♦ [K♥]",2021-01-03T02:51:32.735Z,160964229273800
"""Æian @ wNb2m3SlGA"" calls 15",2021-01-03T02:51:31.929Z,160964229193000
"""Draddla @ fXKGmus_7y"" bets 15",2021-01-03T02:51:29.593Z,160964228959400
"Turn: Q♥, 4♦, A♣ [10♦]",2021-01-03T02:51:24.399Z,160964228440100
"""Æian @ wNb2m3SlGA"" checks",2021-01-03T02:51:23.587Z,160964228358800
"""Draddla @ fXKGmus_7y"" checks",2021-01-03T02:51:15.135Z,160964227513600
"Flop:  [Q♥, 4♦, A♣]",2021-01-03T02:51:11.548Z,160964227155000
"""Æian @ wNb2m3SlGA"" calls 14",2021-01-03T02:51:10.740Z,160964227074100
"""Erlz @ DeebGJIyUA"" folds",2021-01-03T02:51:07.321Z,160964226732200
"""Draddla @ fXKGmus_7y"" raises to 14",2021-01-03T02:51:04.497Z,160964226449800
"""Æian @ wNb2m3SlGA"" posts a straddle of 4",2021-01-03T02:51:00.055Z,160964226006307
"""Erlz @ DeebGJIyUA"" posts a big blind of 2",2021-01-03T02:51:00.055Z,160964226006306
"""Draddla @ fXKGmus_7y"" posts a small blind of 1",2021-01-03T02:51:00.055Z,160964226006305
"Your hand is A♥, 2♦",2021-01-03T02:51:00.055Z,160964226006302
"Player stacks: #3 ""Erlz @ DeebGJIyUA"" (2578) | #6 ""Æian @ wNb2m3SlGA"" (1396) | #7 ""Draddla @ fXKGmus_7y"" (218)",2021-01-03T02:51:00.055Z,160964226006301
"-- starting hand #469  (No Limit Texas Hold'em) (dealer: ""Æian @ wNb2m3SlGA"") --",2021-01-03T02:51:00.055Z,160964226006300
"-- ending hand #468 --",2021-01-03T02:50:57.139Z,160964225714002
"""Draddla @ fXKGmus_7y"" collected 2 from pot",2021-01-03T02:50:57.139Z,160964225714001
"Uncalled bet of 1 returned to ""Draddla @ fXKGmus_7y""",2021-01-03T02:50:57.139Z,160964225714000
"""Æian @ wNb2m3SlGA"" folds",2021-01-03T02:50:56.334Z,160964225633500
