entry,at,order
"Uncalled bet of 303 returned to ""erling @ YCJSl2b6B9""",2021-01-07T21:50:47.506Z,161005624750800
"""Joaking @ oxOFrEyGQ-"" calls 240 and go all in",2021-01-07T21:50:46.698Z,161005624669900
"""erling @ YCJSl2b6B9"" raises to 543 and go all in",2021-01-07T21:50:38.577Z,161005623857800
"""Joaking @ oxOFrEyGQ-"" bets 80",2021-01-07T21:50:32.116Z,161005623211700
"River: 6♠, 4♥, K♥, 7♦ [8♣]",2021-01-07T21:50:28.606Z,161005622861100
"""erling @ YCJSl2b6B9"" calls 40",2021-01-07T21:50:27.785Z,161005622778600
"""Joaking @ oxOFrEyGQ-"" bets 40",2021-01-07T21:50:24.938Z,161005622493800
"Turn: 6♠, 4♥, K♥ [7♦]",2021-01-07T21:50:20.633Z,161005622063500
"""Halvor @ F7RG18rOxO"" folds",2021-01-07T21:50:19.825Z,161005621982600
"""erling @ YCJSl2b6B9"" calls 20",2021-01-07T21:50:17.893Z,161005621789400
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:50:14.359Z,161005621436000
"""Stig @ wNb2m3SlGA"" folds",2021-01-07T21:50:13.437Z,161005621343800
"""Joaking @ oxOFrEyGQ-"" bets 20",2021-01-07T21:50:11.886Z,161005621188700
"""Halvor @ F7RG18rOxO"" checks",2021-01-07T21:50:08.760Z,161005620876100
"Flop:  [6♠, 4♥, K♥]",2021-01-07T21:50:04.861Z,161005620486200
"""Joaking @ oxOFrEyGQ-"" calls 8",2021-01-07T21:50:04.054Z,161005620405500
"""Halvor @ F7RG18rOxO"" calls 8",2021-01-07T21:50:02.441Z,161005620244200
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:49:59.097Z,161005619909800
"""erling @ YCJSl2b6B9"" calls 8",2021-01-07T21:49:58.037Z,161005619803800
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:49:54.306Z,161005619430700
"""simma @ 30if7KNn9A"" calls 8",2021-01-07T21:49:50.347Z,161005619034800
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:49:48.691Z,161005618869200
"""Stig @ wNb2m3SlGA"" raises to 8",2021-01-07T21:49:47.754Z,161005618775500
"""Joaking @ oxOFrEyGQ-"" calls 2",2021-01-07T21:49:43.747Z,161005618374800
"""Halvor @ F7RG18rOxO"" posts a big blind of 2",2021-01-07T21:49:35.553Z,161005617555511
"""Nilds @ OV4KRGVsia"" posts a small blind of 1",2021-01-07T21:49:35.553Z,161005617555510
"Your hand is 3♥, 7♠",2021-01-07T21:49:35.553Z,161005617555504
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (308) | #2 ""Stig @ wNb2m3SlGA"" (200) | #3 ""Haugboi @ DeebGJIyUA"" (1194) | #5 ""simma @ 30if7KNn9A"" (610) | #6 ""Ælx @ -CDDo4UviF"" (248) | #7 ""erling @ YCJSl2b6B9"" (611) | #8 ""Nilds @ OV4KRGVsia"" (882) | #9 ""Halvor @ F7RG18rOxO"" (1127)",2021-01-07T21:49:35.553Z,161005617555501
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""erling @ YCJSl2b6B9"") --",2021-01-07T21:49:35.553Z,161005617555500
"""simma @ 30if7KNn9A"" shows a 9♦, Q♦.",2021-01-07T21:49:29.985Z,161005616998600
"-- ending hand #102 --",2021-01-07T21:49:29.026Z,161005616902901
"""erling @ YCJSl2b6B9"" collected 611 from pot with Flush, Kd High (combination: K♦, J♦, 10♦, 8♦, 4♦)",2021-01-07T21:49:29.026Z,161005616902900
"River: 4♦, J♦, 10♦, 8♦ [K♥]",2021-01-07T21:49:26.009Z,161005616601700
"Turn: 4♦, J♦, 10♦ [8♦]",2021-01-07T21:49:22.992Z,161005616299400
"""erling @ YCJSl2b6B9"" shows a Q♣, K♦.",2021-01-07T21:49:19.970Z,161005615997102
"""Joaking @ oxOFrEyGQ-"" shows a K♠, J♠.",2021-01-07T21:49:19.970Z,161005615997101
"Uncalled bet of 308 returned to ""Joaking @ oxOFrEyGQ-""",2021-01-07T21:49:19.970Z,161005615997100
"Some players choose to not run it twice.",2021-01-07T21:49:19.162Z,161005615916301
"""erling @ YCJSl2b6B9"" chooses to not run it twice.",2021-01-07T21:49:19.162Z,161005615916300
"Remaining players decide whether to run it twice.",2021-01-07T21:49:16.490Z,161005615649101
"""Halvor @ F7RG18rOxO"" folds",2021-01-07T21:49:16.490Z,161005615649100
"""Joaking @ oxOFrEyGQ-"" raises to 429 and go all in",2021-01-07T21:48:50.349Z,161005613034900
"""Halvor @ F7RG18rOxO"" calls 121",2021-01-07T21:48:40.284Z,161005612028400
"""erling @ YCJSl2b6B9"" bets 121 and go all in",2021-01-07T21:48:36.517Z,161005611651800
"Flop:  [4♦, J♦, 10♦]",2021-01-07T21:48:24.907Z,161005610490900
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:48:24.101Z,161005610410200
"""Joaking @ oxOFrEyGQ-"" calls 77",2021-01-07T21:48:23.178Z,161005610317900
"""Halvor @ F7RG18rOxO"" calls 77",2021-01-07T21:48:10.555Z,161005609055600
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:48:04.796Z,161005608479700
"""erling @ YCJSl2b6B9"" raises to 77",2021-01-07T21:47:49.361Z,161005606936200
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:47:41.032Z,161005606103300
"""simma @ 30if7KNn9A"" calls 15",2021-01-07T21:47:38.370Z,161005605837000
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:47:36.722Z,161005605672300
"""Stig @ wNb2m3SlGA"" folds",2021-01-07T21:47:22.559Z,161005604255900
"""Joaking @ oxOFrEyGQ-"" calls 15",2021-01-07T21:47:21.631Z,161005604163200
"""Halvor @ F7RG18rOxO"" raises to 15",2021-01-07T21:47:18.828Z,161005603882900
"""Nilds @ OV4KRGVsia"" posts a big blind of 2",2021-01-07T21:47:09.553Z,161005602958312
"""erling @ YCJSl2b6B9"" posts a small blind of 1",2021-01-07T21:47:09.553Z,161005602958311
"Your hand is 10♥, Q♥",2021-01-07T21:47:09.553Z,161005602958305
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (506) | #2 ""Stig @ wNb2m3SlGA"" (200) | #3 ""Haugboi @ DeebGJIyUA"" (1194) | #5 ""simma @ 30if7KNn9A"" (625) | #6 ""Ælx @ -CDDo4UviF"" (248) | #7 ""erling @ YCJSl2b6B9"" (198) | #8 ""Nilds @ OV4KRGVsia"" (884) | #9 ""Halvor @ F7RG18rOxO"" (1325)",2021-01-07T21:47:09.553Z,161005602958302
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""Ælx @ -CDDo4UviF"") --",2021-01-07T21:47:09.553Z,161005602958301
"The player ""Stig @ wNb2m3SlGA"" joined the game with a stack of 200.",2021-01-07T21:47:09.553Z,161005602958300
"-- ending hand #101 --",2021-01-07T21:47:03.631Z,161005602363202
"""Joaking @ oxOFrEyGQ-"" collected 50 from pot",2021-01-07T21:47:03.631Z,161005602363201
"Uncalled bet of 37 returned to ""Joaking @ oxOFrEyGQ-""",2021-01-07T21:47:03.631Z,161005602363200
"""Halvor @ F7RG18rOxO"" folds",2021-01-07T21:47:02.809Z,161005602281000
"""Joaking @ oxOFrEyGQ-"" raises to 47",2021-01-07T21:46:58.072Z,161005601807300
"""Halvor @ F7RG18rOxO"" bets 10",2021-01-07T21:46:54.661Z,161005601466100
"Turn: 9♥, A♦, 8♦ [10♦]",2021-01-07T21:46:47.752Z,161005600775400
"""erling @ YCJSl2b6B9"" folds",2021-01-07T21:46:46.940Z,161005600694100
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:46:38.718Z,161005599871900
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:46:37.789Z,161005599779000
"""Joaking @ oxOFrEyGQ-"" calls 10",2021-01-07T21:46:36.865Z,161005599686600
"""Halvor @ F7RG18rOxO"" bets 10",2021-01-07T21:46:25.113Z,161005598511400
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:46:20.081Z,161005598008200
"""Ælx @ -CDDo4UviF"" checks",2021-01-07T21:46:18.194Z,161005597819500
"Flop:  [9♥, A♦, 8♦]",2021-01-07T21:45:59.933Z,161005595993400
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:45:59.126Z,161005595912600
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-07T21:45:55.479Z,161005595547900
"""simma @ 30if7KNn9A"" calls 2",2021-01-07T21:45:54.557Z,161005595455800
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:45:52.815Z,161005595281600
"""Joaking @ oxOFrEyGQ-"" calls 2",2021-01-07T21:45:51.878Z,161005595187900
"""Halvor @ F7RG18rOxO"" calls 2",2021-01-07T21:45:48.997Z,161005594899700
"The admin approved the player ""Stig @ wNb2m3SlGA"" participation with a stack of 200.",2021-01-07T21:45:43.856Z,161005594386000
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:45:43.248Z,161005594324900
"The player ""Stig @ wNb2m3SlGA"" requested a seat.",2021-01-07T21:45:39.860Z,161005593986100
"""erling @ YCJSl2b6B9"" posts a big blind of 2",2021-01-07T21:45:34.296Z,161005593430312
"""Ælx @ -CDDo4UviF"" posts a small blind of 1",2021-01-07T21:45:34.296Z,161005593430311
"Your hand is 10♣, 3♦",2021-01-07T21:45:34.296Z,161005593430305
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (478) | #3 ""Haugboi @ DeebGJIyUA"" (1194) | #5 ""simma @ 30if7KNn9A"" (627) | #6 ""Ælx @ -CDDo4UviF"" (250) | #7 ""erling @ YCJSl2b6B9"" (200) | #8 ""Nilds @ OV4KRGVsia"" (884) | #9 ""Halvor @ F7RG18rOxO"" (1347)",2021-01-07T21:45:34.296Z,161005593430303
"-- starting hand #101  (No Limit Texas Hold'em) (dealer: ""simma @ 30if7KNn9A"") --",2021-01-07T21:45:34.296Z,161005593430302
"The player ""erling @ YCJSl2b6B9"" joined the game with a stack of 200.",2021-01-07T21:45:34.296Z,161005593430301
"The player ""Stig @ wNb2m3SlGA"" quits the game with a stack of 0.",2021-01-07T21:45:34.296Z,161005593430300
"-- ending hand #100 --",2021-01-07T21:45:28.270Z,161005592827104
"""Stig @ wNb2m3SlGA"" shows a A♠, 10♠.",2021-01-07T21:45:28.270Z,161005592827103
"""Halvor @ F7RG18rOxO"" collected 362 from pot with Three of a Kind, 8's (combination: 8♣, 8♥, 8♦, J♣, 10♦)",2021-01-07T21:45:28.270Z,161005592827102
"""Halvor @ F7RG18rOxO"" shows a 2♦, 8♣.",2021-01-07T21:45:28.270Z,161005592827101
"Uncalled bet of 85 returned to ""Halvor @ F7RG18rOxO""",2021-01-07T21:45:28.270Z,161005592827100
"""Stig @ wNb2m3SlGA"" calls 97 and go all in",2021-01-07T21:45:27.456Z,161005592745700
"""Halvor @ F7RG18rOxO"" bets 182",2021-01-07T21:45:06.463Z,161005590646400
"River: 8♥, 10♦, 8♦, 6♣ [J♣]",2021-01-07T21:44:53.738Z,161005589375200
"""Stig @ wNb2m3SlGA"" calls 56",2021-01-07T21:44:52.934Z,161005589293500
"""Halvor @ F7RG18rOxO"" raises to 56",2021-01-07T21:44:48.117Z,161005588811800
"""Stig @ wNb2m3SlGA"" bets 26",2021-01-07T21:44:38.391Z,161005587839200
"""Halvor @ F7RG18rOxO"" checks",2021-01-07T21:44:33.244Z,161005587324500
"Turn: 8♥, 10♦, 8♦ [6♣]",2021-01-07T21:44:28.001Z,161005586800300
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:44:27.193Z,161005586719400
"""Stig @ wNb2m3SlGA"" calls 12",2021-01-07T21:44:26.270Z,161005586627100
"""Halvor @ F7RG18rOxO"" bets 12",2021-01-07T21:44:22.930Z,161005586293000
"""simma @ 30if7KNn9A"" checks",2021-01-07T21:44:17.566Z,161005585756700
"Flop:  [8♥, 10♦, 8♦]",2021-01-07T21:44:13.650Z,161005585365100
"""Halvor @ F7RG18rOxO"" calls 10",2021-01-07T21:44:12.846Z,161005585284700
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:44:03.140Z,161005584314100
"""simma @ 30if7KNn9A"" calls 10",2021-01-07T21:43:55.335Z,161005583533600
"The admin approved the player ""erling @ YCJSl2b6B9"" participation with a stack of 200.",2021-01-07T21:43:54.092Z,161005583409500
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:43:53.011Z,161005583301200
"""Stig @ wNb2m3SlGA"" raises to 10",2021-01-07T21:43:49.741Z,161005582974200
"The player ""erling @ YCJSl2b6B9"" requested a seat.",2021-01-07T21:43:49.543Z,161005582954400
"""Joaking @ oxOFrEyGQ-"" folds",2021-01-07T21:43:46.374Z,161005582637500
"""Halvor @ F7RG18rOxO"" calls 2",2021-01-07T21:43:45.441Z,161005582544200
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:43:42.030Z,161005582203100
"""Ælx @ -CDDo4UviF"" posts a big blind of 2",2021-01-07T21:43:36.286Z,161005581629411
"""simma @ 30if7KNn9A"" posts a small blind of 1",2021-01-07T21:43:36.286Z,161005581629410
"Your hand is 7♦, 10♣",2021-01-07T21:43:36.286Z,161005581629405
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (478) | #2 ""Stig @ wNb2m3SlGA"" (175) | #3 ""Haugboi @ DeebGJIyUA"" (1194) | #5 ""simma @ 30if7KNn9A"" (637) | #6 ""Ælx @ -CDDo4UviF"" (252) | #8 ""Nilds @ OV4KRGVsia"" (884) | #9 ""Halvor @ F7RG18rOxO"" (1160)",2021-01-07T21:43:36.286Z,161005581629402
"-- starting hand #100  (No Limit Texas Hold'em) (dealer: ""Haugboi @ DeebGJIyUA"") --",2021-01-07T21:43:36.286Z,161005581629401
"The player ""erling @ YCJSl2b6B9"" quits the game with a stack of 0.",2021-01-07T21:43:36.286Z,161005581629400
"-- ending hand #99 --",2021-01-07T21:43:30.272Z,161005581027401
"""Haugboi @ DeebGJIyUA"" collected 174 from pot with Pair, A's (combination: A♥, A♦, Q♣, 10♦, 6♦)",2021-01-07T21:43:30.272Z,161005581027300
"River: 6♦, A♦, 4♥, Q♣ [10♦]",2021-01-07T21:43:27.249Z,161005580725300
"Turn: 6♦, A♦, 4♥ [Q♣]",2021-01-07T21:43:24.231Z,161005580423300
"""erling @ YCJSl2b6B9"" shows a 4♣, 3♦.",2021-01-07T21:43:21.220Z,161005580122101
"""Haugboi @ DeebGJIyUA"" shows a A♥, 2♥.",2021-01-07T21:43:21.220Z,161005580122100
"Some players choose to not run it twice.",2021-01-07T21:43:20.396Z,161005580039701
"""Haugboi @ DeebGJIyUA"" chooses to not run it twice.",2021-01-07T21:43:20.396Z,161005580039700
"Remaining players decide whether to run it twice.",2021-01-07T21:43:16.136Z,161005579613701
"""Haugboi @ DeebGJIyUA"" calls 71",2021-01-07T21:43:16.136Z,161005579613700
"""Halvor @ F7RG18rOxO"" folds",2021-01-07T21:43:13.203Z,161005579320400
"""erling @ YCJSl2b6B9"" bets 71 and go all in",2021-01-07T21:43:07.899Z,161005578790000
"""Haugboi @ DeebGJIyUA"" checks",2021-01-07T21:43:01.017Z,161005578101800
"Flop:  [6♦, A♦, 4♥]",2021-01-07T21:42:56.498Z,161005577650000
"""erling @ YCJSl2b6B9"" calls 10",2021-01-07T21:42:55.685Z,161005577568600
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:42:52.971Z,161005577297500
"""Haugboi @ DeebGJIyUA"" calls 10",2021-01-07T21:42:52.045Z,161005577204600
"""Stig @ wNb2m3SlGA"" folds",2021-01-07T21:42:48.494Z,161005576849500
"""Joaking @ oxOFrEyGQ-"" folds",2021-01-07T21:42:47.558Z,161005576755900
"""Halvor @ F7RG18rOxO"" raises to 10",2021-01-07T21:42:45.593Z,161005576559400
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:42:39.383Z,161005575938400
"""erling @ YCJSl2b6B9"" calls 2",2021-01-07T21:42:38.391Z,161005575839200
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:42:34.053Z,161005575405400
"""simma @ 30if7KNn9A"" posts a big blind of 2",2021-01-07T21:42:31.615Z,161005575161611
"""Haugboi @ DeebGJIyUA"" posts a small blind of 1",2021-01-07T21:42:31.615Z,161005575161610
"Your hand is A♥, 2♥",2021-01-07T21:42:31.615Z,161005575161604
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (478) | #2 ""Stig @ wNb2m3SlGA"" (175) | #3 ""Haugboi @ DeebGJIyUA"" (1101) | #5 ""simma @ 30if7KNn9A"" (639) | #6 ""Ælx @ -CDDo4UviF"" (252) | #7 ""erling @ YCJSl2b6B9"" (81) | #8 ""Nilds @ OV4KRGVsia"" (884) | #9 ""Halvor @ F7RG18rOxO"" (1170)",2021-01-07T21:42:31.615Z,161005575161601
"-- starting hand #99  (No Limit Texas Hold'em) (dealer: ""Stig @ wNb2m3SlGA"") --",2021-01-07T21:42:31.615Z,161005575161600
"""Halvor @ F7RG18rOxO"" shows a 10♣, 9♥.",2021-01-07T21:42:29.647Z,161005574964800
"-- ending hand #98 --",2021-01-07T21:42:27.980Z,161005574798102
"""Halvor @ F7RG18rOxO"" collected 185 from pot",2021-01-07T21:42:27.980Z,161005574798101
"Uncalled bet of 81 returned to ""Halvor @ F7RG18rOxO""",2021-01-07T21:42:27.980Z,161005574798100
"""erling @ YCJSl2b6B9"" folds",2021-01-07T21:42:27.163Z,161005574716400
"""Halvor @ F7RG18rOxO"" bets 81",2021-01-07T21:42:18.841Z,161005573884200
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:42:13.183Z,161005573318500
"River: 7♦, 9♠, 9♣, 2♣ [9♦]",2021-01-07T21:42:04.756Z,161005572476300
"""erling @ YCJSl2b6B9"" calls 44",2021-01-07T21:42:03.947Z,161005572394800
"""Halvor @ F7RG18rOxO"" bets 44",2021-01-07T21:42:00.864Z,161005572086500
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:41:54.205Z,161005571420500
"Turn: 7♦, 9♠, 9♣ [2♣]",2021-01-07T21:41:50.053Z,161005571005600
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:41:49.248Z,161005570924900
"""erling @ YCJSl2b6B9"" calls 22",2021-01-07T21:41:47.089Z,161005570709000
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:41:44.719Z,161005570472000
"""Joaking @ oxOFrEyGQ-"" folds",2021-01-07T21:41:42.032Z,161005570203300
"""Halvor @ F7RG18rOxO"" bets 22",2021-01-07T21:41:37.648Z,161005569764900
"""Nilds @ OV4KRGVsia"" checks",2021-01-07T21:41:30.301Z,161005569030200
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:41:18.754Z,161005567875500
"""Ælx @ -CDDo4UviF"" checks",2021-01-07T21:41:16.575Z,161005567657600
"Flop:  [7♦, 9♠, 9♣]",2021-01-07T21:41:06.875Z,161005566687700
"""erling @ YCJSl2b6B9"" calls 10",2021-01-07T21:41:06.066Z,161005566607000
"""Ælx @ -CDDo4UviF"" calls 10",2021-01-07T21:41:03.802Z,161005566380300
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:41:01.204Z,161005566120500
"""Stig @ wNb2m3SlGA"" folds",2021-01-07T21:40:49.996Z,161005564999700
"""Joaking @ oxOFrEyGQ-"" calls 10",2021-01-07T21:40:49.074Z,161005564907500
"""Halvor @ F7RG18rOxO"" calls 10",2021-01-07T21:40:47.189Z,161005564719000
"""Nilds @ OV4KRGVsia"" raises to 10",2021-01-07T21:40:44.285Z,161005564428500
"""erling @ YCJSl2b6B9"" calls 2",2021-01-07T21:40:37.459Z,161005563746000
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-07T21:40:34.719Z,161005563472000
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:40:31.819Z,161005563181900
"""Haugboi @ DeebGJIyUA"" posts a big blind of 2",2021-01-07T21:40:30.228Z,161005563023011
"""Stig @ wNb2m3SlGA"" posts a small blind of 1",2021-01-07T21:40:30.228Z,161005563023010
"Your hand is 7♥, 4♠",2021-01-07T21:40:30.228Z,161005563023004
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (488) | #2 ""Stig @ wNb2m3SlGA"" (176) | #3 ""Haugboi @ DeebGJIyUA"" (1103) | #5 ""simma @ 30if7KNn9A"" (639) | #6 ""Ælx @ -CDDo4UviF"" (262) | #7 ""erling @ YCJSl2b6B9"" (157) | #8 ""Nilds @ OV4KRGVsia"" (894) | #9 ""Halvor @ F7RG18rOxO"" (1061)",2021-01-07T21:40:30.228Z,161005563023001
"-- starting hand #98  (No Limit Texas Hold'em) (dealer: ""Joaking @ oxOFrEyGQ-"") --",2021-01-07T21:40:30.228Z,161005563022900
"-- ending hand #97 --",2021-01-07T21:40:24.212Z,161005562421402
"""erling @ YCJSl2b6B9"" collected 47 from pot with Pair, 8's (combination: 8♥, 8♣, A♦, Q♦, 6♣)",2021-01-07T21:40:24.212Z,161005562421401
"""erling @ YCJSl2b6B9"" shows a 5♣, 8♥.",2021-01-07T21:40:24.212Z,161005562421400
"""Halvor @ F7RG18rOxO"" calls 2",2021-01-07T21:40:23.407Z,161005562340800
"""erling @ YCJSl2b6B9"" bets 2",2021-01-07T21:40:20.781Z,161005562078200
"River: 4♣, Q♦, 8♣, A♦ [6♣]",2021-01-07T21:40:16.065Z,161005561606800
"""erling @ YCJSl2b6B9"" calls 10",2021-01-07T21:40:15.255Z,161005561525600
"""Halvor @ F7RG18rOxO"" bets 10",2021-01-07T21:40:13.123Z,161005561312400
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:40:08.553Z,161005560855300
"Turn: 4♣, Q♦, 8♣ [A♦]",2021-01-07T21:40:06.197Z,161005560620100
"""Halvor @ F7RG18rOxO"" checks",2021-01-07T21:40:05.392Z,161005560539300
"""erling @ YCJSl2b6B9"" checks",2021-01-07T21:40:04.352Z,161005560435300
"Flop:  [4♣, Q♦, 8♣]",2021-01-07T21:40:00.057Z,161005560005800
"""erling @ YCJSl2b6B9"" calls 10",2021-01-07T21:39:59.249Z,161005559925000
"""Stig @ wNb2m3SlGA"" folds",2021-01-07T21:39:55.806Z,161005559580600
"""Joaking @ oxOFrEyGQ-"" folds",2021-01-07T21:39:51.888Z,161005559188900
"""Halvor @ F7RG18rOxO"" raises to 10",2021-01-07T21:39:50.943Z,161005559094400
"""Nilds @ OV4KRGVsia"" folds",2021-01-07T21:39:46.221Z,161005558622200
"""erling @ YCJSl2b6B9"" calls 2",2021-01-07T21:39:45.201Z,161005558520200
"""Ælx @ -CDDo4UviF"" folds",2021-01-07T21:39:42.895Z,161005558289500
"""simma @ 30if7KNn9A"" folds",2021-01-07T21:39:41.957Z,161005558195800
"""Haugboi @ DeebGJIyUA"" folds",2021-01-07T21:39:37.305Z,161005557730600
"""Stig @ wNb2m3SlGA"" posts a big blind of 2",2021-01-07T21:39:34.215Z,161005557421711
"""Joaking @ oxOFrEyGQ-"" posts a small blind of 1",2021-01-07T21:39:34.215Z,161005557421710
"Your hand is 5♦, 9♥",2021-01-07T21:39:34.215Z,161005557421704
"Player stacks: #1 ""Joaking @ oxOFrEyGQ-"" (489) | #2 ""Stig @ wNb2m3SlGA"" (178) | #3 ""Haugboi @ DeebGJIyUA"" (1103) | #5 ""simma @ 30if7KNn9A"" (639) | #6 ""Ælx @ -CDDo4UviF"" (262) | #7 ""erling @ YCJSl2b6B9"" (132) | #8 ""Nilds @ OV4KRGVsia"" (894) | #9 ""Halvor @ F7RG18rOxO"" (1083)",2021-01-07T21:39:34.215Z,161005557421701
