entry,at,order
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:34:36.514Z,161024607651500
"Flop:  [2♣, 5♦, 10♣]",2021-01-10T02:34:28.366Z,161024606836700
"""Grisegut1 @ 4-XEj5-BIv"" checks",2021-01-10T02:34:27.558Z,161024606755900
"""Erlz @ DeebGJIyUA"" calls 2",2021-01-10T02:34:06.732Z,161024604673300
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:34:02.044Z,161024604204500
"""Grisegut1 @ 4-XEj5-BIv"" posts a big blind of 2",2021-01-10T02:34:00.402Z,161024604040306
"""Erlz @ DeebGJIyUA"" posts a small blind of 1",2021-01-10T02:34:00.402Z,161024604040305
"Your hand is Q♣, 4♦",2021-01-10T02:34:00.402Z,161024604040304
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (648) | #4 ""Ælx @ -CDDo4UviF"" (1480) | #7 ""Erlz @ DeebGJIyUA"" (236)",2021-01-10T02:34:00.402Z,161024604040301
"-- starting hand #372  (No Limit Texas Hold'em) (dealer: ""Ælx @ -CDDo4UviF"") --",2021-01-10T02:34:00.402Z,161024604040300
"-- ending hand #371 --",2021-01-10T02:33:57.490Z,161024603749102
"""Erlz @ DeebGJIyUA"" collected 4 from pot",2021-01-10T02:33:57.490Z,161024603749101
"Uncalled bet of 4 returned to ""Erlz @ DeebGJIyUA""",2021-01-10T02:33:57.490Z,161024603749100
"""Ælx @ -CDDo4UviF"" folds",2021-01-10T02:33:56.682Z,161024603668200
"""Erlz @ DeebGJIyUA"" bets 4",2021-01-10T02:33:54.546Z,161024603454600
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:33:51.569Z,161024603157000
"Turn: 10♥, 2♥, 2♦ [J♠]",2021-01-10T02:33:50.180Z,161024603018100
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:33:49.365Z,161024602936600
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:33:47.731Z,161024602773200
"Flop:  [10♥, 2♥, 2♦]",2021-01-10T02:33:44.099Z,161024602410000
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:33:43.292Z,161024602329300
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:33:41.380Z,161024602138100
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:33:40.102Z,161024602010300
"""Erlz @ DeebGJIyUA"" posts a big blind of 2",2021-01-10T02:33:35.346Z,161024601534706
"""Ælx @ -CDDo4UviF"" posts a small blind of 1",2021-01-10T02:33:35.346Z,161024601534705
"Your hand is J♦, 7♠",2021-01-10T02:33:35.346Z,161024601534704
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (648) | #4 ""Ælx @ -CDDo4UviF"" (1482) | #7 ""Erlz @ DeebGJIyUA"" (234)",2021-01-10T02:33:35.346Z,161024601534701
"-- starting hand #371  (No Limit Texas Hold'em) (dealer: ""Grisegut1 @ 4-XEj5-BIv"") --",2021-01-10T02:33:35.346Z,161024601534700
"-- ending hand #370 --",2021-01-10T02:33:29.301Z,161024600930202
"""Grisegut1 @ 4-XEj5-BIv"" collected 144 from pot with Flush, Ac High (combination: A♣, K♣, 8♣, 4♣, 2♣)",2021-01-10T02:33:29.301Z,161024600930201
"""Grisegut1 @ 4-XEj5-BIv"" shows a K♣, A♣.",2021-01-10T02:33:29.301Z,161024600930200
"""Erlz @ DeebGJIyUA"" calls 45",2021-01-10T02:33:28.495Z,161024600849600
"""Grisegut1 @ 4-XEj5-BIv"" bets 45",2021-01-10T02:32:59.942Z,161024597994300
"River: 10♠, 8♣, 2♣, 4♣ [9♥]",2021-01-10T02:32:50.268Z,161024597027000
"""Erlz @ DeebGJIyUA"" calls 12",2021-01-10T02:32:49.462Z,161024596946300
"""Ælx @ -CDDo4UviF"" folds",2021-01-10T02:32:45.715Z,161024596571600
"""Grisegut1 @ 4-XEj5-BIv"" bets 12",2021-01-10T02:32:43.501Z,161024596350100
"Turn: 10♠, 8♣, 2♣ [4♣]",2021-01-10T02:32:38.083Z,161024595808400
"""Erlz @ DeebGJIyUA"" calls 4",2021-01-10T02:32:37.274Z,161024595727500
"""Ælx @ -CDDo4UviF"" calls 4",2021-01-10T02:32:34.946Z,161024595494700
"""Grisegut1 @ 4-XEj5-BIv"" bets 4",2021-01-10T02:32:33.133Z,161024595313400
"Flop:  [10♠, 8♣, 2♣]",2021-01-10T02:32:27.809Z,161024594781000
"""Ælx @ -CDDo4UviF"" calls 6",2021-01-10T02:32:26.997Z,161024594699800
"""Grisegut1 @ 4-XEj5-BIv"" calls 6",2021-01-10T02:32:25.229Z,161024594523000
"""Erlz @ DeebGJIyUA"" raises to 6",2021-01-10T02:32:20.496Z,161024594049700
"""Ælx @ -CDDo4UviF"" posts a big blind of 2",2021-01-10T02:32:15.958Z,161024593595906
"""Grisegut1 @ 4-XEj5-BIv"" posts a small blind of 1",2021-01-10T02:32:15.958Z,161024593595905
"Your hand is 9♣, Q♠",2021-01-10T02:32:15.958Z,161024593595904
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (571) | #4 ""Ælx @ -CDDo4UviF"" (1492) | #7 ""Erlz @ DeebGJIyUA"" (301)",2021-01-10T02:32:15.958Z,161024593595901
"-- starting hand #370  (No Limit Texas Hold'em) (dealer: ""Erlz @ DeebGJIyUA"") --",2021-01-10T02:32:15.958Z,161024593595900
"-- ending hand #369 --",2021-01-10T02:32:09.936Z,161024592993802
"""Erlz @ DeebGJIyUA"" collected 30 from pot with Flush, Qc High (combination: Q♣, 6♣, 5♣, 4♣, 2♣)",2021-01-10T02:32:09.936Z,161024592993801
"""Erlz @ DeebGJIyUA"" shows a 6♣, Q♣.",2021-01-10T02:32:09.936Z,161024592993800
"""Ælx @ -CDDo4UviF"" calls 6",2021-01-10T02:32:09.128Z,161024592912900
"""Erlz @ DeebGJIyUA"" bets 6",2021-01-10T02:32:05.966Z,161024592596700
"River: 9♥, 2♣, A♠, 5♣ [4♣]",2021-01-10T02:31:57.844Z,161024591784700
"""Ælx @ -CDDo4UviF"" calls 6",2021-01-10T02:31:57.036Z,161024591703700
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:31:53.772Z,161024591377200
"""Erlz @ DeebGJIyUA"" bets 6",2021-01-10T02:31:32.927Z,161024589292700
"Turn: 9♥, 2♣, A♠ [5♣]",2021-01-10T02:31:26.087Z,161024588608800
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:31:25.280Z,161024588528100
"""Grisegut1 @ 4-XEj5-BIv"" checks",2021-01-10T02:31:24.117Z,161024588411800
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:31:20.552Z,161024588055300
"Flop:  [9♥, 2♣, A♠]",2021-01-10T02:31:17.439Z,161024587744000
"""Grisegut1 @ 4-XEj5-BIv"" checks",2021-01-10T02:31:16.632Z,161024587663300
"""Erlz @ DeebGJIyUA"" calls 2",2021-01-10T02:30:55.771Z,161024585577200
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:30:53.100Z,161024585310000
"""Grisegut1 @ 4-XEj5-BIv"" posts a big blind of 2",2021-01-10T02:30:49.895Z,161024584989606
"""Erlz @ DeebGJIyUA"" posts a small blind of 1",2021-01-10T02:30:49.895Z,161024584989605
"Your hand is 6♣, Q♣",2021-01-10T02:30:49.895Z,161024584989604
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (573) | #4 ""Ælx @ -CDDo4UviF"" (1506) | #7 ""Erlz @ DeebGJIyUA"" (285)",2021-01-10T02:30:49.895Z,161024584989601
"-- starting hand #369  (No Limit Texas Hold'em) (dealer: ""Ælx @ -CDDo4UviF"") --",2021-01-10T02:30:49.895Z,161024584989600
"-- ending hand #368 --",2021-01-10T02:30:46.982Z,161024584698302
"""Ælx @ -CDDo4UviF"" collected 4 from pot",2021-01-10T02:30:46.982Z,161024584698301
"Uncalled bet of 12 returned to ""Ælx @ -CDDo4UviF""",2021-01-10T02:30:46.982Z,161024584698300
"""Erlz @ DeebGJIyUA"" folds",2021-01-10T02:30:46.172Z,161024584617200
"""Ælx @ -CDDo4UviF"" bets 12",2021-01-10T02:30:44.740Z,161024584474100
"Flop:  [4♠, 8♣, 10♦]",2021-01-10T02:30:40.006Z,161024584000700
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:30:39.194Z,161024583919500
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:30:36.310Z,161024583631100
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:30:33.619Z,161024583362000
"""Erlz @ DeebGJIyUA"" posts a big blind of 2",2021-01-10T02:30:19.275Z,161024581927606
"""Ælx @ -CDDo4UviF"" posts a small blind of 1",2021-01-10T02:30:19.275Z,161024581927605
"Your hand is 6♣, Q♥",2021-01-10T02:30:19.275Z,161024581927604
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (573) | #4 ""Ælx @ -CDDo4UviF"" (1504) | #7 ""Erlz @ DeebGJIyUA"" (287)",2021-01-10T02:30:19.275Z,161024581927601
"-- starting hand #368  (No Limit Texas Hold'em) (dealer: ""Grisegut1 @ 4-XEj5-BIv"") --",2021-01-10T02:30:19.275Z,161024581927600
"-- ending hand #367 --",2021-01-10T02:30:16.359Z,161024581636002
"""Ælx @ -CDDo4UviF"" collected 2 from pot",2021-01-10T02:30:16.359Z,161024581636001
"Uncalled bet of 1 returned to ""Ælx @ -CDDo4UviF""",2021-01-10T02:30:16.359Z,161024581636000
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:30:15.555Z,161024581555600
"""Erlz @ DeebGJIyUA"" folds",2021-01-10T02:30:13.062Z,161024581306300
"""Ælx @ -CDDo4UviF"" posts a big blind of 2",2021-01-10T02:30:11.070Z,161024581107206
"""Grisegut1 @ 4-XEj5-BIv"" posts a small blind of 1",2021-01-10T02:30:11.070Z,161024581107205
"Your hand is J♥, 7♠",2021-01-10T02:30:11.070Z,161024581107204
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (574) | #4 ""Ælx @ -CDDo4UviF"" (1503) | #7 ""Erlz @ DeebGJIyUA"" (287)",2021-01-10T02:30:11.070Z,161024581107201
"-- starting hand #367  (No Limit Texas Hold'em) (dealer: ""Erlz @ DeebGJIyUA"") --",2021-01-10T02:30:11.070Z,161024581107200
"-- ending hand #366 --",2021-01-10T02:30:08.157Z,161024580815802
"""Erlz @ DeebGJIyUA"" collected 62 from pot",2021-01-10T02:30:08.157Z,161024580815801
"Uncalled bet of 24 returned to ""Erlz @ DeebGJIyUA""",2021-01-10T02:30:08.157Z,161024580815800
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:30:07.346Z,161024580734700
"""Erlz @ DeebGJIyUA"" raises to 34",2021-01-10T02:30:03.912Z,161024580391300
"""Grisegut1 @ 4-XEj5-BIv"" bets 10",2021-01-10T02:29:48.372Z,161024578837300
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:29:44.601Z,161024578460200
"Flop:  [J♠, K♠, 8♣]",2021-01-10T02:29:39.439Z,161024577944000
"""Erlz @ DeebGJIyUA"" calls 20",2021-01-10T02:29:38.634Z,161024577863500
"""Ælx @ -CDDo4UviF"" folds",2021-01-10T02:29:35.873Z,161024577587400
"""Grisegut1 @ 4-XEj5-BIv"" raises to 20",2021-01-10T02:29:33.874Z,161024577387500
"""Erlz @ DeebGJIyUA"" raises to 10",2021-01-10T02:29:29.971Z,161024576997200
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:29:22.639Z,161024576264000
"""Grisegut1 @ 4-XEj5-BIv"" posts a big blind of 2",2021-01-10T02:29:15.373Z,161024575537406
"""Erlz @ DeebGJIyUA"" posts a small blind of 1",2021-01-10T02:29:15.373Z,161024575537405
"Your hand is K♦, Q♥",2021-01-10T02:29:15.373Z,161024575537404
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (604) | #4 ""Ælx @ -CDDo4UviF"" (1505) | #7 ""Erlz @ DeebGJIyUA"" (255)",2021-01-10T02:29:15.373Z,161024575537401
"-- starting hand #366  (No Limit Texas Hold'em) (dealer: ""Ælx @ -CDDo4UviF"") --",2021-01-10T02:29:15.373Z,161024575537400
"-- ending hand #365 --",2021-01-10T02:29:12.453Z,161024575245402
"""Ælx @ -CDDo4UviF"" collected 70 from pot",2021-01-10T02:29:12.453Z,161024575245401
"Uncalled bet of 35 returned to ""Ælx @ -CDDo4UviF""",2021-01-10T02:29:12.453Z,161024575245400
"""Erlz @ DeebGJIyUA"" folds",2021-01-10T02:29:11.647Z,161024575164800
"""Ælx @ -CDDo4UviF"" bets 35",2021-01-10T02:29:08.975Z,161024574897600
"River: J♦, 8♥, 3♣, A♦ [3♥]",2021-01-10T02:29:04.051Z,161024574405600
"""Ælx @ -CDDo4UviF"" calls 21",2021-01-10T02:29:03.244Z,161024574324500
"""Erlz @ DeebGJIyUA"" bets 21",2021-01-10T02:29:02.316Z,161024574231700
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:28:58.237Z,161024573823800
"Turn: J♦, 8♥, 3♣ [A♦]",2021-01-10T02:28:56.410Z,161024573641200
"""Ælx @ -CDDo4UviF"" calls 6",2021-01-10T02:28:55.605Z,161024573560600
"""Erlz @ DeebGJIyUA"" bets 6",2021-01-10T02:28:54.666Z,161024573466700
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:28:48.143Z,161024572814400
"Flop:  [J♦, 8♥, 3♣]",2021-01-10T02:28:44.677Z,161024572467800
"""Ælx @ -CDDo4UviF"" calls 8",2021-01-10T02:28:43.868Z,161024572386900
"""Erlz @ DeebGJIyUA"" raises to 8",2021-01-10T02:28:42.457Z,161024572245800
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:28:36.750Z,161024571675000
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:28:34.808Z,161024571480900
"""Erlz @ DeebGJIyUA"" posts a big blind of 2",2021-01-10T02:28:26.155Z,161024570615606
"""Ælx @ -CDDo4UviF"" posts a small blind of 1",2021-01-10T02:28:26.155Z,161024570615605
"Your hand is K♣, Q♠",2021-01-10T02:28:26.155Z,161024570615604
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (604) | #4 ""Ælx @ -CDDo4UviF"" (1470) | #7 ""Erlz @ DeebGJIyUA"" (290)",2021-01-10T02:28:26.155Z,161024570615601
"-- starting hand #365  (No Limit Texas Hold'em) (dealer: ""Grisegut1 @ 4-XEj5-BIv"") --",2021-01-10T02:28:26.155Z,161024570615600
"-- ending hand #364 --",2021-01-10T02:28:20.123Z,161024570012502
"""Ælx @ -CDDo4UviF"" collected 25 from pot with Two Pair, A's & Q's (combination: A♣, A♠, Q♣, Q♥, J♠)",2021-01-10T02:28:20.123Z,161024570012501
"""Ælx @ -CDDo4UviF"" shows a Q♣, 8♣.",2021-01-10T02:28:20.123Z,161024570012500
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:28:19.316Z,161024569931700
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:28:14.979Z,161024569498000
"River: 3♣, A♣, A♠, J♠ [Q♥]",2021-01-10T02:28:11.842Z,161024569184400
"""Ælx @ -CDDo4UviF"" calls 7",2021-01-10T02:28:11.034Z,161024569103400
"""Erlz @ DeebGJIyUA"" bets 7",2021-01-10T02:28:09.789Z,161024568979000
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:28:04.659Z,161024568466000
"Turn: 3♣, A♣, A♠ [J♠]",2021-01-10T02:28:03.226Z,161024568322800
"""Erlz @ DeebGJIyUA"" checks",2021-01-10T02:28:02.415Z,161024568241600
"""Ælx @ -CDDo4UviF"" checks",2021-01-10T02:27:58.631Z,161024567863200
"Flop:  [3♣, A♣, A♠]",2021-01-10T02:27:52.250Z,161024567225100
"""Ælx @ -CDDo4UviF"" calls 5",2021-01-10T02:27:51.444Z,161024567144500
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:27:50.282Z,161024567028300
"""Erlz @ DeebGJIyUA"" raises to 5",2021-01-10T02:27:47.617Z,161024566761800
"""Ælx @ -CDDo4UviF"" posts a big blind of 2",2021-01-10T02:27:38.420Z,161024565842106
"""Grisegut1 @ 4-XEj5-BIv"" posts a small blind of 1",2021-01-10T02:27:38.420Z,161024565842105
"Your hand is 9♠, 7♥",2021-01-10T02:27:38.420Z,161024565842104
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (605) | #4 ""Ælx @ -CDDo4UviF"" (1457) | #7 ""Erlz @ DeebGJIyUA"" (302)",2021-01-10T02:27:38.420Z,161024565842101
"-- starting hand #364  (No Limit Texas Hold'em) (dealer: ""Erlz @ DeebGJIyUA"") --",2021-01-10T02:27:38.420Z,161024565842100
"-- ending hand #363 --",2021-01-10T02:27:35.499Z,161024565550002
"""Grisegut1 @ 4-XEj5-BIv"" collected 5 from pot",2021-01-10T02:27:35.499Z,161024565550001
"Uncalled bet of 2 returned to ""Grisegut1 @ 4-XEj5-BIv""",2021-01-10T02:27:35.499Z,161024565550000
"""Ælx @ -CDDo4UviF"" folds",2021-01-10T02:27:34.684Z,161024565468500
"""Grisegut1 @ 4-XEj5-BIv"" bets 2",2021-01-10T02:27:32.577Z,161024565257800
"Flop:  [6♣, Q♥, K♦]",2021-01-10T02:27:28.851Z,161024564885200
"""Grisegut1 @ 4-XEj5-BIv"" checks",2021-01-10T02:27:28.042Z,161024564804300
"""Erlz @ DeebGJIyUA"" folds",2021-01-10T02:27:27.114Z,161024564711500
"""Ælx @ -CDDo4UviF"" calls 2",2021-01-10T02:27:26.170Z,161024564617100
"""Grisegut1 @ 4-XEj5-BIv"" posts a big blind of 2",2021-01-10T02:27:22.794Z,161024564279506
"""Erlz @ DeebGJIyUA"" posts a small blind of 1",2021-01-10T02:27:22.794Z,161024564279505
"Your hand is 4♦, 3♠",2021-01-10T02:27:22.794Z,161024564279504
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (602) | #4 ""Ælx @ -CDDo4UviF"" (1459) | #7 ""Erlz @ DeebGJIyUA"" (303)",2021-01-10T02:27:22.794Z,161024564279501
"-- starting hand #363  (No Limit Texas Hold'em) (dealer: ""Ælx @ -CDDo4UviF"") --",2021-01-10T02:27:22.794Z,161024564279500
"""Ælx @ -CDDo4UviF"" shows a K♥, K♠.",2021-01-10T02:27:20.378Z,161024564037900
"-- ending hand #362 --",2021-01-10T02:27:19.184Z,161024563918502
"""Ælx @ -CDDo4UviF"" collected 14 from pot",2021-01-10T02:27:19.184Z,161024563918501
"Uncalled bet of 1445 returned to ""Ælx @ -CDDo4UviF""",2021-01-10T02:27:19.184Z,161024563918500
"""Grisegut1 @ 4-XEj5-BIv"" folds",2021-01-10T02:27:18.378Z,161024563837900
"""Erlz @ DeebGJIyUA"" folds",2021-01-10T02:27:16.132Z,161024563613300
"""Ælx @ -CDDo4UviF"" raises to 1451 and go all in",2021-01-10T02:27:11.900Z,161024563190100
"""Grisegut1 @ 4-XEj5-BIv"" raises to 6",2021-01-10T02:27:08.248Z,161024562824900
"""Erlz @ DeebGJIyUA"" posts a big blind of 2",2021-01-10T02:27:04.601Z,161024562460206
"""Ælx @ -CDDo4UviF"" posts a small blind of 1",2021-01-10T02:27:04.601Z,161024562460205
"Your hand is 6♦, J♦",2021-01-10T02:27:04.601Z,161024562460204
"Player stacks: #2 ""Grisegut1 @ 4-XEj5-BIv"" (608) | #4 ""Ælx @ -CDDo4UviF"" (1451) | #7 ""Erlz @ DeebGJIyUA"" (305)",2021-01-10T02:27:04.601Z,161024562460201
"-- starting hand #362  (No Limit Texas Hold'em) (dealer: ""Grisegut1 @ 4-XEj5-BIv"") --",2021-01-10T02:27:04.601Z,161024562460200
"-- ending hand #361 --",2021-01-10T02:26:58.578Z,161024561858002
"""Ælx @ -CDDo4UviF"" collected 17 from pot with A High (combination: A♦, K♠, Q♦, J♥, 8♣)",2021-01-10T02:26:58.578Z,161024561858001
"""Ælx @ -CDDo4UviF"" shows a K♠, A♦.",2021-01-10T02:26:58.578Z,161024561858000
